experiment_type,seed,batchsize,in_channels,hidden_channels,act_name,bias,opt_name,lr,n_epochs,l2_sum_lambda,l2_mul_lambda,train_epoch_losses,train_epoch_l2_sum_losses,train_epoch_l2_mul_losses,train_batch_losses,train_batch_l2_sum_losses,train_batch_l2_mul_losses,test_losses,test_accuracies,wn,train_losses,train_accuracies,depth_normalization,features_normalization,batch_norm,weight_ranks,rho_values,mislabel_percentage,epoch,mean_margin
Summation,42,64,3,None,None,['True'],adamw,0.01,10,0.001,0.0,"[0.9865356144905091, 0.853404965019226, 0.776754337310791, 0.7457963690280914, 0.7219858491897583, 0.6947661401748657, 0.6664749465942382, 0.6434504871368408, 0.6289336536884308, 0.6063544487953186]","[112.28232282400131, 120.21571534872055, 132.03174757957458, 143.07214736938477, 162.6407287120819, 185.7885160446167, 208.42063009738922, 225.74900209903717, 238.73052370548248, 250.6691461801529]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.6942405700683594, 0.6345055103302002, 0.6140960454940796, 0.6508141756057739, 0.5536430478096008, 0.7164895534515381, 0.6165246963500977, 0.7569217681884766, 0.6029682159423828, 0.5228196978569031]","[1.6312419176101685, 1.6301718950271606, 1.6280031204223633, 1.6260490417480469, 1.624341607093811, 1.622928500175476, 1.6208922863006592, 1.6189523935317993, 1.615869402885437, 1.6138312816619873]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.9909697046279907, 0.7883140335083008, 0.7713574738502502, 0.7581955184936523, 0.7058817853927613, 0.674240463256836, 0.6449288363456727, 0.6561976699829102, 0.6399966769218445, 0.6253418321609497]","[56.95, 71.5, 72.65, 73.5, 75.45, 76.55, 77.55, 75.8, 77.6, 78.65]",0.9,"[0.9892991661071777, 0.7858392538070679, 0.7710604487419128, 0.7595177200317382, 0.7034224328041077, 0.6639986278533936, 0.6323357353210449, 0.6379969988822937, 0.6198442044258118, 0.6068851030826569]","[55.8, 71.92, 73.09, 73.69, 75.99, 76.91, 77.98, 77.33, 78.18, 78.74]",False,f_out,False,"{'net.conv1.parametrizations.weight.original': 14, 'net.conv2.parametrizations.weight.original': 10, 'net.conv3.parametrizations.weight.original': 26, 'net.conv4.parametrizations.weight.original': 10, 'net.fc1.parametrizations.weight.original': 5, 'net.fc2.parametrizations.weight.original': 1}","[0.3429325520992279, 0.6313891410827637, 0.8058213591575623, 1.2931746244430542, 1.7844154834747314, 2.5882761478424072, 3.719860315322876, 4.5406718254089355, 5.122560977935791, 5.897120475769043]",0.0,10.0,0.064187124
Multiplication,42,64,3,None,None,['True'],adamw,0.01,10,0.0,0.001,"[0.9275259971618652, 0.79515071144104, 0.759898105430603, 0.731504639673233, 0.7147700901031494, 0.6899377293586731, 0.6618632900238037, 0.6464574867248535, 0.6312339458465576, 0.6130041296005249]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1.3888663302763504e-08, 2.774611851386055e-08, 6.35327362386029e-08, 1.2843494667791333e-07, 2.867004887940894e-07, 5.563853948675757e-07, 9.347607079490672e-07, 1.3734857344793738e-06, 1.996751405997088e-06, 2.6360096132549415e-06]","[0.7033133506774902, 0.7570038437843323, 0.5518016219139099, 0.689939022064209, 0.5294725298881531, 0.6389369964599609, 0.7622597217559814, 0.712645947933197, 0.5997031927108765, 0.5873805284500122]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1.9972883791297136e-08, 1.9853402477565396e-08, 1.9607357515383228e-08, 1.939999449973584e-08, 1.9190396827184486e-08, 1.9007213580835014e-08, 1.8837445381336693e-08, 1.8611309826610523e-08, 1.83590902480546e-08, 1.818244577123096e-08]","[0.8673551025390625, 0.7787273187637329, 0.780914686203003, 0.7325850133895874, 0.6803505277633667, 0.674679584980011, 0.6497622528076172, 0.6385953874588013, 0.6437739105224609, 0.6274458408355713]","[72.45, 71.35, 71.7, 72.95, 75.0, 75.25, 77.15, 77.2, 76.8, 77.65]",0.9,"[0.873223387336731, 0.7788157793045044, 0.7779338243484497, 0.7266326337814331, 0.6826026137351989, 0.673520205116272, 0.6432436014175416, 0.6291192945480346, 0.6297585456848145, 0.6146144912242889]","[72.56, 72.52, 72.68, 73.61, 75.45, 75.42, 77.7, 77.82, 77.86, 78.34]",False,f_out,False,"{'net.conv1.parametrizations.weight.original': 15, 'net.conv2.parametrizations.weight.original': 9, 'net.conv3.parametrizations.weight.original': 24, 'net.conv4.parametrizations.weight.original': 11, 'net.fc1.parametrizations.weight.original': 7, 'net.fc2.parametrizations.weight.original': 1}","[0.44014012813568115, 0.7079548239707947, 1.0187660455703735, 1.7414261102676392, 2.4039435386657715, 3.0833792686462402, 4.055598258972168, 4.804924488067627, 5.46624755859375, 6.230386257171631]",0.0,10.0,0.058044795
