experiment_type,seed,batchsize,in_channels,hidden_channels,act_name,bias,opt_name,lr,n_epochs,l2_sum_lambda,l2_mul_lambda,train_epoch_losses,train_epoch_l2_sum_losses,train_epoch_l2_mul_losses,train_batch_losses,train_batch_l2_sum_losses,train_batch_l2_mul_losses,test_losses,test_accuracies,wn,train_losses,train_accuracies,depth_normalization,features_normalization,batch_norm,weight_ranks,rho_values,mislabel_percentage,epoch,mean_margin
Summation,42,128,3,None,None,['False'],adamw,0.01,10,0.01,0.0,"[1.0036180276870728, 0.9999915647506714, 0.9999654176712036, 0.9991618239402771, 0.9110193677902222, 0.8813356725692749, 0.8751191083908081, 0.8682491386413574, 0.8658037061691284, 0.8566784948348999]","[56.69276815652847, 40.499938666820526, 26.751654595136642, 17.60484503209591, 20.39337182044983, 20.02969066798687, 20.139669343829155, 20.935241520404816, 21.997392892837524, 23.547070771455765]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.8645848035812378, 0.8643733263015747, 0.8049620389938354, 0.8915970325469971, 0.8351784348487854, 0.8602468967437744, 0.8496071696281433, 0.8708643913269043, 0.9667758941650391, 0.7547644376754761]","[0.3039597272872925, 0.3053249418735504, 0.3063121736049652, 0.30740687251091003, 0.3081909418106079, 0.30850210785865784, 0.30848273634910583, 0.3085300326347351, 0.30826669931411743, 0.3073523938655853]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.9999946823120117, 0.9999832611083984, 0.9999194259643555, 0.9917489624023438, 0.892004020690918, 0.8806578521728515, 0.8685382652282715, 0.8636203384399415, 0.8546873512268066, 0.8471296997070312]","[50.0, 50.0, 50.0, 50.0, 50.0, 46.2, 46.45, 45.65, 44.05, 43.85]",0.9,"[0.9999951898574829, 0.9999847536087036, 0.9999270351409912, 0.9921306077957154, 0.8924264868736267, 0.883573701953888, 0.8720481864929199, 0.8686471963882446, 0.8588946129798889, 0.851943640422821]","[50.0, 50.0, 50.0, 50.0, 50.0, 46.21, 46.41, 45.18, 43.35, 43.07]",False,f_out,False,"{'net.conv1.parametrizations.weight.original': 16, 'net.conv2.parametrizations.weight.original': 32, 'net.conv3.parametrizations.weight.original': 64, 'net.conv4.parametrizations.weight.original': 128, 'net.fc1.parametrizations.weight.original': 128, 'net.fc2.parametrizations.weight.original': 1}","[0.2841484844684601, 0.21249663829803467, 0.15043579041957855, 0.11804750561714172, 0.1843319535255432, 0.20822733640670776, 0.26155900955200195, 0.2855701446533203, 0.35282623767852783, 0.428710013628006]",0.0,10.0,0.32231465
Multiplication,42,128,3,None,None,['False'],adamw,0.01,10,0.0,0.01,"[1.0054969791412354, 0.9999842491149903, 0.9996394935607911, 0.9174941226005554, 0.8826312648773194, 0.8735792854309082, 0.8661687678337097, 0.850557585144043, 0.7678835311889648, 0.7389730123519898]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6.80003919839578e-09, 5.441878593581695e-09, 5.012117401670402e-09, 6.996191410924002e-09, 7.870291744704883e-09, 9.51334892113076e-09, 1.254145499951509e-08, 2.2329363927320323e-08, 4.4296421447542755e-08, 6.673238195364917e-08]","[0.8085336685180664, 0.7606728076934814, 0.7775249481201172, 0.7417437434196472, 0.7336496114730835, 0.7090781927108765, 0.683861494064331, 0.7621542811393738, 0.7335052490234375, 0.632799506187439]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9.84622383626288e-10, 9.898658559492901e-10, 9.907505926776139e-10, 9.890179786253839e-10, 9.872174189240468e-10, 9.836156333875579e-10, 9.808995837801149e-10, 9.809758561019066e-10, 9.792141542064314e-10, 9.80060921307313e-10]","[0.9999924583435058, 0.9999597358703614, 0.9969124641418458, 0.8850036506652832, 0.8763267860412598, 0.8681237983703614, 0.8519283599853515, 0.796340763092041, 0.7517861137390137, 0.7270975742340088]","[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 73.8, 71.75, 73.2]",0.9,"[0.9999931285858155, 0.9999627519607543, 0.9971163165092468, 0.8840390188217163, 0.8795630747795105, 0.8731815905570984, 0.8578825650215149, 0.8046684735298156, 0.7651810906410217, 0.7350093151092529]","[50.0, 50.0, 50.0, 49.99, 50.0, 50.0, 50.0, 72.68, 71.44, 73.44]",False,f_out,False,"{'net.conv1.parametrizations.weight.original': 16, 'net.conv2.parametrizations.weight.original': 32, 'net.conv3.parametrizations.weight.original': 64, 'net.conv4.parametrizations.weight.original': 128, 'net.fc1.parametrizations.weight.original': 128, 'net.fc2.parametrizations.weight.original': 1}","[0.3934413194656372, 0.37580040097236633, 0.36698561906814575, 0.45242542028427124, 0.45720598101615906, 0.5158445239067078, 0.648279070854187, 0.9416371583938599, 1.2033113241195679, 1.4571491479873657]",0.0,10.0,0.17269908
