experiment_type,seed,batchsize,in_channels,hidden_channels,act_name,bias,opt_name,lr,n_epochs,l2_sum_lambda,l2_mul_lambda,train_epoch_losses,train_epoch_l2_sum_losses,train_epoch_l2_mul_losses,train_batch_losses,train_batch_l2_sum_losses,train_batch_l2_mul_losses,test_losses,test_accuracies,wn,train_losses,train_accuracies,depth_normalization,features_normalization,batch_norm,weight_ranks,rho_values,mislabel_percentage,epoch,mean_margin
Summation,42,64,3,None,None,['False'],adamw,0.01,10,0.001,0.0,"[0.9791053150177002, 0.8266206241607666, 0.7679249940872193, 0.7418414447784424, 0.7178909694671631, 0.6954563158035278, 0.6723099225997925, 0.6464132593154908, 0.6257435203552246, 0.602820515537262]","[20.66117650270462, 23.322722531855106, 27.854969531297684, 31.515315636992455, 36.23646931350231, 40.67863646149635, 44.255254715681076, 47.83426696062088, 51.63848626613617, 55.05965930223465]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.669820249080658, 0.6493091583251953, 0.5675069689750671, 0.6152457594871521, 0.5254639387130737, 0.6516469717025757, 0.6704103350639343, 0.7654551863670349, 0.5959117412567139, 0.47100919485092163]","[0.3595435917377472, 0.35946905612945557, 0.35909876227378845, 0.3587726056575775, 0.3584626615047455, 0.3582009971141815, 0.35792064666748047, 0.3575613498687744, 0.35693371295928955, 0.3565175533294678]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.9725553140640258, 0.7761823205947876, 0.8139986228942871, 0.7312199878692627, 0.7046116499900817, 0.6751534271240235, 0.6688439502716065, 0.6189913129806519, 0.630914677619934, 0.6087862467765808]","[67.2, 73.05, 70.85, 73.3, 74.7, 76.05, 75.35, 78.45, 78.0, 78.5]",0.9,"[0.9744576658248901, 0.7791725749015808, 0.8148530637741089, 0.7285293173789978, 0.7066343116760254, 0.6760498678207397, 0.6610693914413452, 0.6147444861412048, 0.6183503038406372, 0.5960871968746185]","[66.58, 73.52, 70.07, 73.82, 75.71, 76.22, 77.13, 78.76, 78.2, 79.28]",True,f_out,False,"{'net.conv1.parametrizations.weight.original': 15, 'net.conv2.parametrizations.weight.original': 15, 'net.conv3.parametrizations.weight.original': 25, 'net.conv4.parametrizations.weight.original': 15, 'net.fc1.parametrizations.weight.original': 9, 'net.fc2.parametrizations.weight.original': 1}","[0.34080028533935547, 0.726770281791687, 1.1229523420333862, 1.8987139463424683, 2.606480360031128, 3.509979486465454, 4.620723724365234, 5.877751350402832, 7.085758209228516, 8.222282409667969]",0.0,10.0,0.046571415
Multiplication,42,64,3,None,None,['False'],adamw,0.01,10,0.0,0.001,"[0.9878896333694458, 0.8631109563827515, 0.7357373944282531, 0.6970077331066131, 0.682700859451294, 0.6692723215103149, 0.6490529403686524, 0.628762576675415, 0.608137766122818, 0.585120430278778]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3.139351449906826, 3.7679251562803984, 5.1821855660527945, 5.781785372644663, 6.271648213267326, 6.9178986474871635, 7.47646251693368, 8.090188436210155, 8.697800498455763, 9.312667615711689]","[0.6260035037994385, 0.6274645328521729, 0.5346671938896179, 0.5904402732849121, 0.54038405418396, 0.7037029266357422, 0.5818747282028198, 0.7416213750839233, 0.5928558707237244, 0.3342580199241638]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.06123848259449005, 0.06118783354759216, 0.061115432530641556, 0.06105770543217659, 0.06100787594914436, 0.060968294739723206, 0.0609046034514904, 0.060855671763420105, 0.060768987983465195, 0.060716573148965836]","[0.959884928226471, 0.7666590871810913, 0.6969388189315796, 0.6974027996063232, 0.6628797459602356, 0.6605726523399353, 0.6422944593429566, 0.6344177293777465, 0.6135914368629456, 0.5822560505867005]","[50.0, 74.65, 76.25, 75.7, 77.8, 76.65, 78.5, 77.45, 79.3, 80.65]",0.9,"[0.9649777616500854, 0.7742372727394105, 0.691957533454895, 0.6949704794406891, 0.6512739817142487, 0.6498452842712402, 0.6250887836456299, 0.6202126015663147, 0.5902473833084106, 0.5627093154907227]","[50.0, 73.75, 76.56, 76.29, 78.45, 78.45, 79.79, 78.45, 80.6, 81.9]",True,f_out,False,"{'net.conv1.parametrizations.weight.original': 16, 'net.conv2.parametrizations.weight.original': 16, 'net.conv3.parametrizations.weight.original': 31, 'net.conv4.parametrizations.weight.original': 18, 'net.fc1.parametrizations.weight.original': 7, 'net.fc2.parametrizations.weight.original': 1}","[0.3461405634880066, 1.0830024480819702, 2.193716526031494, 2.7663745880126953, 3.496652126312256, 4.425196170806885, 5.685196876525879, 7.166115760803223, 8.559920310974121, 10.389690399169922]",0.0,10.0,0.038086627
