experiment_type,seed,batchsize,in_channels,hidden_channels,act_name,bias,opt_name,lr,n_epochs,l2_sum_lambda,l2_mul_lambda,train_epoch_losses,train_epoch_l2_sum_losses,train_epoch_l2_mul_losses,train_batch_losses,train_batch_l2_sum_losses,train_batch_l2_mul_losses,test_losses,test_accuracies,wn,train_losses,train_accuracies,depth_normalization,features_normalization,batch_norm,weight_ranks,rho_values,mislabel_percentage,epoch,mean_margin
Summation,42,64,3,None,None,['False'],sgd,0.01,10,0.001,0.0,"[0.9999995481491089, 0.9999993612289428, 0.9999992027282715, 0.9999990676879883, 0.999998958492279, 0.9999988502502442, 0.9999987815856933, 0.9999987241744995, 0.9999986692428589, 0.9999986269950867]","[138.82770305871964, 131.33584278821945, 124.49803906679153, 118.47303032875061, 113.31976330280304, 109.03179502487183, 105.54793345928192, 102.7625315785408, 100.53576558828354, 98.70240843296051]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.9999998807907104, 1.000000238418579, 0.999996542930603, 0.9999972581863403, 0.9999970197677612, 0.9999985694885254, 1.000000238418579, 0.9999933242797852, 0.999996542930603, 0.9999975562095642]","[0.6239839792251587, 0.6239163875579834, 0.6238486766815186, 0.6237810850143433, 0.6237133741378784, 0.6236459016799927, 0.6235784888267517, 0.6235108375549316, 0.6234433650970459, 0.6233758330345154]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.9999994430541992, 0.999999273777008, 0.9999991154670715, 0.9999990034103393, 0.9999988832473755, 0.9999987993240357, 0.9999987211227417, 0.9999986686706543, 0.999998640537262, 0.9999985980987549]","[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",0.9,"[0.9999994556427002, 0.9999992795944214, 0.9999991220474244, 0.9999990099906921, 0.9999988914489746, 0.9999988138198852, 0.9999987491607666, 0.9999986965179444, 0.9999986447334289, 0.9999986095428467]","[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",False,f_out,False,"{'net.conv1.parametrizations.weight.original': 16, 'net.conv2.parametrizations.weight.original': 32, 'net.conv3.parametrizations.weight.original': 64, 'net.conv4.parametrizations.weight.original': 128, 'net.fc1.parametrizations.weight.original': 128, 'net.fc2.parametrizations.weight.original': 1}","[0.5141232013702393, 0.4966764450073242, 0.48067164421081543, 0.4664533734321594, 0.454219788312912, 0.4439898431301117, 0.43564489483833313, 0.42892035841941833, 0.4234491288661957, 0.4187776744365692]",0.0,10.0,1.6615007e-06
Multiplication,42,64,3,None,None,['False'],sgd,0.01,10,0.0,0.001,"[0.9999995403289795, 0.9999993274688721, 0.9999991134643554, 0.9999989162445069, 0.999998727607727, 0.999998553276062, 0.9999984039306641, 0.9999982780456543, 0.9999981756210328, 0.9999980741500855]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2.0649050622156828e-08, 2.0651673163230022e-08, 2.065538610984685e-08, 2.0659147142998435e-08, 2.0663584301972016e-08, 2.0668138561719118e-08, 2.0672509842833975e-08, 2.067621940327058e-08, 2.0679715356797246e-08, 2.0682984297470952e-08]","[0.9999998211860657, 1.000000238418579, 0.9999951124191284, 0.9999961256980896, 0.9999957084655762, 0.9999979734420776, 1.000000238418579, 0.9999905228614807, 0.9999951124191284, 0.999996542930603]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1.3174678015204222e-10, 1.317469050521325e-10, 1.317469050521325e-10, 1.3174702995222276e-10, 1.3174714097452522e-10, 1.3174719648567645e-10, 1.3174732138576672e-10, 1.317474324080692e-10, 1.3174755730815946e-10, 1.3174770996382534e-10]","[0.9999994158744812, 0.9999992032051086, 0.9999989862442017, 0.9999988059997559, 0.9999986143112183, 0.9999984521865845, 0.9999983272552491, 0.9999982028007507, 0.9999980974197388, 0.9999980115890503]","[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",0.9,"[0.9999994268417358, 0.9999992130279541, 0.9999989992141723, 0.9999988164901733, 0.9999986274719238, 0.9999984710693359, 0.9999983331680298, 0.999998222541809, 0.999998130607605, 0.9999980300903321]","[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",False,f_out,False,"{'net.conv1.parametrizations.weight.original': 16, 'net.conv2.parametrizations.weight.original': 32, 'net.conv3.parametrizations.weight.original': 64, 'net.conv4.parametrizations.weight.original': 128, 'net.fc1.parametrizations.weight.original': 128, 'net.fc2.parametrizations.weight.original': 1}","[0.5314688086509705, 0.5315079092979431, 0.5315595865249634, 0.5316121578216553, 0.5316736698150635, 0.5317288637161255, 0.5317829251289368, 0.531828761100769, 0.5318701863288879, 0.5319084525108337]",0.0,10.0,1.8496312e-06
