experiment_type,seed,batchsize,in_channels,hidden_channels,act_name,bias,opt_name,lr,n_epochs,l2_sum_lambda,l2_mul_lambda,train_epoch_losses,train_epoch_l2_sum_losses,train_epoch_l2_mul_losses,train_batch_losses,train_batch_l2_sum_losses,train_batch_l2_mul_losses,test_losses,test_accuracies,wn,train_losses,train_accuracies,depth_normalization,features_normalization,batch_norm,weight_ranks,rho_values,mislabel_percentage,epoch,mean_margin
Summation,42,64,3,None,None,['False'],adamw,0.02,10,0.001,0.0,"[0.9801204721450806, 0.9633578845977783, 0.9317238447189331, 0.8940172662734985, 0.785718231010437, 0.6933826303482056, 0.662881399154663, 0.6411767758369445, 0.63190775308609, 0.6167108408927917]","[90.5062098801136, 79.04442059993744, 101.37587252259254, 136.9964457154274, 197.39291071891785, 231.55787181854248, 243.88530349731445, 259.0311932563782, 270.1936386823654, 283.70444655418396]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.6782451868057251, 0.6573964357376099, 0.6013420820236206, 0.6725353002548218, 0.5429810881614685, 0.7159250974655151, 0.7074679136276245, 0.7708022594451904, 0.5745449066162109, 0.3733711838722229]","[1.842811107635498, 1.8420814275741577, 1.8401031494140625, 1.8379091024398804, 1.835221767425537, 1.832722544670105, 1.8291919231414795, 1.8251886367797852, 1.8198893070220947, 1.8163317441940308]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.9841956586837769, 0.969016128540039, 0.9058037385940552, 0.851488018989563, 0.6878312740325928, 0.6617520847320557, 0.6456521925926209, 0.6498942308425903, 0.6262960004806518, 0.620322566986084]","[49.45, 49.55, 53.4, 68.65, 77.05, 78.05, 78.35, 76.65, 78.65, 79.15]",0.9,"[0.9854814279556274, 0.9706906950950622, 0.902673371887207, 0.8654427262306214, 0.6911789497375488, 0.6612194740295411, 0.6381884819030762, 0.6461481340408325, 0.6155540316581726, 0.6073490332603455]","[49.18, 49.42, 53.5, 67.26, 77.02, 78.1, 78.8, 77.74, 79.8, 80.0]",False,f_out,False,"{'net.conv1.parametrizations.weight.original': 14, 'net.conv2.parametrizations.weight.original': 12, 'net.conv3.parametrizations.weight.original': 36, 'net.conv4.parametrizations.weight.original': 20, 'net.fc1.parametrizations.weight.original': 14, 'net.fc2.parametrizations.weight.original': 1}","[0.14613346755504608, 0.2134593278169632, 0.8068934679031372, 2.107917308807373, 5.342565536499023, 6.616939067840576, 8.19920539855957, 9.811156272888184, 11.42269229888916, 12.39314079284668]",0.0,10.0,0.03042127
Multiplication,42,64,3,None,None,['False'],adamw,0.02,10,0.0,0.001,"[0.9784537755966186, 0.9750739032745361, 0.9419372925758361, 0.9031626781463623, 0.8744129456520081, 0.7728741601943969, 0.6809997341156006, 0.6513026322364807, 0.6346870746135712, 0.6190362475395202]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5.349907215151939e-09, 3.2917656564955544e-09, 1.74836969086406e-08, 8.08029045340497e-08, 4.2664565691463707e-07, 2.099503062513719e-06, 3.4668836246254386e-06, 4.736157857010426e-06, 6.134487030351465e-06, 7.617896262246404e-06]","[0.6206048727035522, 0.6470522284507751, 0.5980161428451538, 0.6063295602798462, 0.4952683746814728, 0.7549092769622803, 0.6931624412536621, 0.7616021633148193, 0.5992680788040161, 0.37053030729293823]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5.396034907789726e-08, 5.399951774620604e-08, 5.38711546482773e-08, 5.373143707743111e-08, 5.358998578230967e-08, 5.3562061452794296e-08, 5.323903806697672e-08, 5.281650317101594e-08, 5.216832832388718e-08, 5.176519479732633e-08]","[0.994065432548523, 0.9786258006095886, 0.9147953124046325, 0.8933208904266358, 0.8295472574234009, 0.7230170240402222, 0.6810765027999878, 0.657262041091919, 0.6485435967445373, 0.6325031871795654]","[49.9, 49.75, 52.8, 57.0, 68.35, 75.05, 75.8, 76.95, 77.25, 77.8]",0.9,"[0.9945166484832764, 0.9799635662078857, 0.911880270576477, 0.8834161922454834, 0.8130623785972595, 0.7114878484725952, 0.6578662607192993, 0.6351578242301941, 0.6242401759147644, 0.6071166615962982]","[49.86, 49.63, 52.86, 57.6, 69.61, 75.74, 77.71, 78.5, 78.72, 79.52]",False,f_out,False,"{'net.conv1.parametrizations.weight.original': 13, 'net.conv2.parametrizations.weight.original': 14, 'net.conv3.parametrizations.weight.original': 36, 'net.conv4.parametrizations.weight.original': 16, 'net.fc1.parametrizations.weight.original': 15, 'net.fc2.parametrizations.weight.original': 1}","[0.16209493577480316, 0.2183745950460434, 0.7932232618331909, 1.42368745803833, 4.002389430999756, 6.588282108306885, 7.4545464515686035, 8.788941383361816, 9.663413047790527, 10.544816017150879]",0.0,10.0,0.035721358
