experiment_type,seed,batchsize,in_channels,hidden_channels,act_name,bias,opt_name,lr,n_epochs,l2_sum_lambda,l2_mul_lambda,train_epoch_losses,train_epoch_l2_sum_losses,train_epoch_l2_mul_losses,train_batch_losses,train_batch_l2_sum_losses,train_batch_l2_mul_losses,test_losses,test_accuracies,wn,train_losses,train_accuracies,depth_normalization,features_normalization,batch_norm,weight_ranks,rho_values,mislabel_percentage,epoch,mean_margin
Summation,42,64,3,None,None,['False'],adamw,0.01,10,0.001,0.0,"[0.9129716506958008, 0.7841526191711425, 0.76599612865448, 0.734144107055664, 0.7136880702972412, 0.6864643970489502, 0.6634993946075439, 0.6499834217071533, 0.6284503646373749, 0.607508437538147]","[646.000156879425, 747.5718951225281, 843.1465940475464, 932.6439356803894, 1076.008056640625, 1218.3242926597595, 1339.0602264404297, 1437.0998945236206, 1532.0256624221802, 1592.6098146438599]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.6290971636772156, 0.749538779258728, 0.5383923053741455, 0.5981132984161377, 0.5472068786621094, 0.7041720747947693, 0.7423818111419678, 0.7855014801025391, 0.6048523783683777, 0.5127743482589722]","[10.373729705810547, 10.373041152954102, 10.361761093139648, 10.35386848449707, 10.348164558410645, 10.342577934265137, 10.33535385131836, 10.322343826293945, 10.302227973937988, 10.289824485778809]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.790471185684204, 0.7610374641418457, 0.7526916494369507, 0.7541890563964844, 0.6874838924407959, 0.6646937170028686, 0.6781641340255737, 0.647307538509369, 0.6321637084484101, 0.6150351076126098]","[72.5, 72.7, 73.0, 73.35, 75.85, 76.7, 76.15, 77.35, 77.75, 78.25]",0.9,"[0.7960643045425415, 0.7621892820358276, 0.7522982711791992, 0.7476144450187683, 0.693234587097168, 0.6626567581176758, 0.6686177743911743, 0.6308994261741638, 0.6110179825782776, 0.596658004283905]","[72.12, 72.9, 73.25, 73.06, 75.84, 76.81, 76.66, 77.84, 78.54, 79.45]",False,None,False,"{'net.conv1.parametrizations.weight.original': 14, 'net.conv2.parametrizations.weight.original': 7, 'net.conv3.parametrizations.weight.original': 20, 'net.conv4.parametrizations.weight.original': 7, 'net.fc1.parametrizations.weight.original': 3, 'net.fc2.parametrizations.weight.original': 1}","[0.3755047619342804, 0.5606618523597717, 0.7975537180900574, 1.3132718801498413, 1.8577520847320557, 2.431952714920044, 3.316023111343384, 4.021095275878906, 4.467653274536133, 5.040161609649658]",0.0,10.0,0.07431899
Multiplication,42,64,3,None,None,['False'],adamw,0.01,10,0.0,0.001,"[0.9379501802444458, 0.7936515506744385, 0.7662827060699463, 0.7389899509668351, 0.7176906474113465, 0.6896230611801147, 0.663604941368103, 0.6418088062286377, 0.6266119083404541, 0.6101031452178955]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22.808311954140663, 41.45317663252354, 83.0357226729393, 163.12855225801468, 353.8134890794754, 622.6863069534302, 960.2840671539307, 1182.832799911499, 1437.493311882019, 1617.1625289916992]","[0.6650775671005249, 0.7222563624382019, 0.5289433598518372, 0.6736249923706055, 0.5333151817321777, 0.7075552940368652, 0.6997401118278503, 0.7774446606636047, 0.565021812915802, 0.5019712448120117]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11.505043029785156, 11.458579063415527, 11.336588859558105, 11.233304023742676, 11.13092041015625, 11.039060592651367, 10.926639556884766, 10.795788764953613, 10.612656593322754, 10.489228248596191]","[0.8638572378158569, 0.7693196129798889, 0.8149619331359863, 0.7309146795272827, 0.6974662284851074, 0.6637728214263916, 0.6452752094268799, 0.6336714324951171, 0.632411808013916, 0.6229453549385071]","[69.1, 72.0, 71.15, 73.8, 75.2, 77.05, 77.7, 77.4, 78.7, 78.3]",0.9,"[0.8666051045417785, 0.7725020024299621, 0.8159145112037659, 0.7333249821662903, 0.7043141753196717, 0.6572471757888794, 0.6365297178268433, 0.6191926611900329, 0.6154627718925476, 0.6083455823898315]","[69.84, 72.12, 70.47, 73.87, 75.72, 76.8, 77.94, 78.76, 78.46, 78.69]",False,None,False,"{'net.conv1.parametrizations.weight.original': 14, 'net.conv2.parametrizations.weight.original': 8, 'net.conv3.parametrizations.weight.original': 22, 'net.conv4.parametrizations.weight.original': 8, 'net.fc1.parametrizations.weight.original': 3, 'net.fc2.parametrizations.weight.original': 1}","[0.39933568239212036, 0.5794801115989685, 0.7630612254142761, 1.3230533599853516, 1.6981697082519531, 2.17900013923645, 2.7075276374816895, 2.938582420349121, 3.061920404434204, 3.229581117630005]",0.0,10.0,0.113434225
