experiment_type,seed,batchsize,in_channels,hidden_channels,act_name,bias,opt_name,lr,n_epochs,l2_sum_lambda,l2_mul_lambda,train_epoch_losses,train_epoch_l2_sum_losses,train_epoch_l2_mul_losses,train_batch_losses,train_batch_l2_sum_losses,train_batch_l2_mul_losses,test_losses,test_accuracies,wn,train_losses,train_accuracies,depth_normalization,features_normalization,batch_norm,weight_ranks,rho_values,mislabel_percentage,epoch,mean_margin
Summation,42,64,3,None,None,['False'],adam,0.01,10,0.001,0.0,"[0.8982387048721313, 0.7850709308624267, 0.7603268834114074, 0.7326356109619141, 0.7018782554626465, 0.6696812831878662, 0.6426724853515625, 0.6183781056404114, 0.6014819844245911, 0.579021394109726]","[124.39608061313629, 136.11720770597458, 149.78349375724792, 173.52297377586365, 196.36044907569885, 219.83130991458893, 238.48817217350006, 253.34636855125427, 267.5696792602539, 279.98298275470734]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.603061854839325, 0.6256443858146667, 0.5196667909622192, 0.6002248525619507, 0.59685218334198, 0.6823009848594666, 0.656762957572937, 0.6902138590812683, 0.5940268635749817, 0.34903857111930847]","[1.8164509534835815, 1.8157724142074585, 1.81394362449646, 1.8128323554992676, 1.8121421337127686, 1.8109264373779297, 1.809131383895874, 1.8070839643478394, 1.8042030334472656, 1.8025115728378296]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.8385700097084046, 0.7634207544326782, 0.7752788858413696, 0.7449969272613526, 0.6672948451042175, 0.6437341742515564, 0.6476817569732666, 0.6161155214309693, 0.61452139544487, 0.5888190972805023]","[70.95, 72.35, 71.75, 73.75, 75.95, 77.5, 77.4, 79.15, 78.65, 80.05]",0.9,"[0.8423791626930237, 0.7641277197837829, 0.7747873009681702, 0.7358356484413147, 0.6698453814506531, 0.6389600425720214, 0.6214319529533386, 0.5905167016983032, 0.5862195943832398, 0.5636385312080383]","[71.71, 73.08, 72.56, 73.5, 75.85, 77.48, 78.57, 79.48, 80.24, 81.36]",False,f_out,False,"{'net.conv1.parametrizations.weight.original': 16, 'net.conv2.parametrizations.weight.original': 10, 'net.conv3.parametrizations.weight.original': 28, 'net.conv4.parametrizations.weight.original': 10, 'net.fc1.parametrizations.weight.original': 4, 'net.fc2.parametrizations.weight.original': 1}","[0.5672125816345215, 0.7513071894645691, 1.2208540439605713, 2.0933899879455566, 2.9044315814971924, 3.9905436038970947, 5.205804347991943, 6.269292831420898, 7.102697849273682, 8.101911544799805]",0.0,10.0,0.0494847
Multiplication,42,64,3,None,None,['False'],adam,0.01,10,0.0,0.001,"[0.8786041677474976, 0.7714934837341308, 0.7553110864639282, 0.7032305468559266, 0.6660615293502807, 0.6472600021362305, 0.6239997861862182, 0.6107665098190308, 0.5956553406715394, 0.577044316482544]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2.5148694897392243e-08, 6.039826856707453e-08, 1.7156308654286967e-07, 5.544059411555224e-07, 1.253733038275584e-06, 2.1230552125217628e-06, 3.118212200448056e-06, 4.133421928287362e-06, 5.501034571864238e-06, 7.135194827867508e-06]","[0.6326758861541748, 0.6422179937362671, 0.5534185171127319, 0.6081563234329224, 0.5370162725448608, 0.7359179854393005, 0.6049110889434814, 0.6931577324867249, 0.6268162727355957, 0.3355828523635864]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5.0822219321844386e-08, 5.051756346574621e-08, 5.006702252785544e-08, 4.9659259815371115e-08, 4.9313140237927655e-08, 4.9005908664412345e-08, 4.857939472913131e-08, 4.818532772787876e-08, 4.7700986272047885e-08, 4.7356255805652836e-08]","[0.8240207271575928, 0.7682451767921448, 0.7607740573883056, 0.6902474851608277, 0.6444839363098145, 0.6258483395576477, 0.6118052849769592, 0.6194025959968567, 0.6044896156787872, 0.5860861415863037]","[70.3, 72.9, 73.1, 75.2, 77.5, 78.2, 78.65, 78.2, 79.1, 80.5]",0.9,"[0.8273978396415711, 0.7686366074562073, 0.7637119653701783, 0.6797170321464538, 0.6407916155815124, 0.6149146670341492, 0.596080659198761, 0.6002052682876587, 0.5841253427505493, 0.5672192991256714]","[71.16, 73.53, 72.66, 75.6, 77.37, 78.65, 79.47, 79.45, 80.08, 80.95]",False,f_out,False,"{'net.conv1.parametrizations.weight.original': 15, 'net.conv2.parametrizations.weight.original': 11, 'net.conv3.parametrizations.weight.original': 27, 'net.conv4.parametrizations.weight.original': 14, 'net.fc1.parametrizations.weight.original': 3, 'net.fc2.parametrizations.weight.original': 1}","[0.6971343159675598, 1.063645362854004, 1.961539387702942, 3.5946946144104004, 4.819809436798096, 5.946713447570801, 7.0135040283203125, 8.341487884521484, 9.084694862365723, 10.090051651000977]",0.0,10.0,0.037932336
